,OverallQual,OverallCond,SaleCondition,SaleType,MSSubClass,MSZoning,Neighborhood,HouseStyle
988,6,6,0,0,0,0,6,0
989,7,5,2,1,0,3,5,0
990,8,5,0,0,0,0,3,0
991,8,9,0,0,2,1,7,0
992,6,8,0,0,0,0,11,0
993,6,5,2,1,0,0,0,0
994,10,5,0,0,1,0,10,1
995,4,7,1,0,3,0,8,2
996,5,6,0,2,1,0,11,1
997,6,6,0,0,1,0,6,1
998,3,4,0,0,8,1,13,1
999,7,5,0,0,1,0,0,1
1000,3,3,0,0,1,0,15,1
1001,5,6,1,0,8,0,7,1
1002,8,5,0,0,1,0,5,1
1003,5,6,0,0,6,0,6,1
1004,7,5,0,0,7,0,21,1
1005,5,8,0,0,10,0,0,5
1006,6,3,0,0,1,0,11,1
1007,4,4,0,0,11,1,14,0
1008,7,5,0,0,1,0,4,1
1009,5,5,0,0,3,0,23,2
1010,5,5,0,0,3,0,9,2
1011,5,5,0,0,6,0,15,1
1012,6,7,0,0,2,0,2,0
1013,5,4,0,0,8,1,7,1
1014,6,5,0,0,1,0,11,1
1015,8,6,0,0,0,0,6,0
1016,7,5,0,0,1,0,0,1
1017,8,5,1,2,7,0,18,1
1018,7,5,0,0,10,0,17,5
1019,7,5,0,0,7,0,21,1
1020,4,5,0,0,1,0,15,1
1021,7,5,2,1,1,0,0,1
1022,5,5,0,0,3,1,7,2
1023,7,5,0,0,7,0,21,1
1024,8,6,1,2,1,0,16,1
1025,5,5,0,0,1,0,0,1
1026,5,5,0,0,1,0,11,1
1027,8,5,2,1,1,0,16,1
1028,5,5,0,0,3,0,11,2
1029,6,7,0,0,11,1,22,0
1030,5,8,0,0,4,4,23,0
1031,7,3,0,0,12,0,23,7
1032,8,7,1,0,0,0,3,0
1033,7,5,0,0,1,0,0,1
1034,5,7,0,0,8,0,2,1
1035,4,3,0,0,1,0,15,1
1036,9,5,0,0,1,0,16,1
1037,8,5,0,0,0,0,0,0
1038,4,6,0,0,11,1,14,0
1039,4,4,0,0,13,1,14,4
1040,5,4,0,0,1,0,9,1
1041,6,8,0,0,0,0,6,0
1042,6,5,0,0,7,0,10,1
1043,7,5,0,0,0,0,12,0
1044,8,5,0,0,1,0,6,1
1045,3,5,0,0,1,0,15,1
1046,9,5,2,1,0,0,18,0
1047,5,5,0,0,1,0,0,1
1048,5,4,0,0,1,0,4,1
1049,4,7,1,0,1,0,15,1
1050,7,5,2,1,1,0,17,1
1051,7,5,2,1,1,0,0,1
1052,6,6,0,0,0,0,11,0
1053,5,6,0,0,1,0,15,1
1054,8,5,0,0,0,0,0,0
1055,6,5,1,2,1,0,6,1
1056,7,5,0,0,7,0,10,1
1057,7,6,0,0,0,0,3,0
1058,9,5,0,0,0,0,10,0
1059,6,7,0,0,3,0,2,2
1060,8,5,0,0,7,0,18,1
1061,3,4,0,3,8,2,13,1
1062,5,5,0,0,4,1,7,0
1063,6,6,0,0,8,1,7,1
1064,5,6,0,0,1,0,11,1
1065,7,5,0,0,0,0,19,0
1066,6,7,0,0,0,0,17,0
1067,6,6,0,0,0,0,11,0
1068,6,4,0,0,11,1,14,0
1069,5,7,0,0,5,0,11,3
1070,5,5,0,0,1,0,11,1
1071,6,6,0,0,0,0,6,0
1072,5,3,0,0,3,0,15,2
1073,6,6,0,0,0,0,15,0
1074,7,5,0,0,1,0,0,1
1075,7,6,0,5,2,0,2,0
1076,5,8,0,0,3,0,7,2
1077,5,5,1,0,1,0,11,1
1078,6,5,0,0,7,1,0,1
1079,5,5,0,0,1,0,0,1
1080,6,7,1,2,1,0,6,1
1081,5,5,0,0,1,0,9,1
1082,7,5,0,0,1,0,0,1
1083,6,6,0,0,1,0,11,1
1084,6,5,0,0,0,0,17,0
1085,6,6,0,0,9,0,12,4
1086,4,5,0,0,11,1,14,0
1087,8,5,0,0,0,3,5,0
1088,7,5,0,0,11,1,15,0
1089,8,5,0,0,7,3,5,1
1090,3,4,0,0,6,0,11,1
1091,7,5,0,0,11,3,5,0
1092,6,5,0,0,3,0,23,2
1093,5,8,0,0,1,0,11,1
1094,5,7,0,0,1,0,11,1
1095,6,5,0,0,1,0,0,1
1096,6,7,0,0,2,1,13,0
1097,8,5,0,0,7,0,18,1
1098,4,6,0,0,3,1,8,2
1099,7,5,1,2,1,0,6,1
1100,2,5,0,0,8,0,23,1
1101,5,5,0,0,1,0,11,1
1102,5,7,5,0,1,0,11,1
1103,6,6,0,0,1,0,11,1
1104,5,5,0,0,11,1,22,0
1105,8,5,0,0,0,0,3,0
1106,7,5,0,0,1,0,12,1
1107,7,5,2,1,0,0,17,0
1108,6,5,1,0,0,0,17,0
1109,8,5,0,0,1,0,10,1
1110,6,5,0,0,0,0,17,0
1111,7,6,0,0,0,0,6,0
1112,5,7,0,0,1,0,11,1
1113,5,7,0,0,1,0,11,1
1114,5,7,0,0,1,0,7,1
1115,8,5,2,1,1,0,10,1
1116,8,5,0,0,10,0,17,5
1117,5,7,0,0,1,0,9,1
1118,5,6,0,0,10,0,9,5
1119,5,5,0,0,1,0,11,1
1120,6,5,0,0,8,1,13,1
1121,7,5,2,1,1,0,0,1
1122,4,3,1,2,1,0,15,1
1123,5,9,0,0,1,0,15,1
1124,7,5,0,0,10,0,17,5
1125,4,5,0,0,1,0,11,1
1126,7,5,0,0,7,0,21,1
1127,7,5,5,0,1,0,17,1
1128,7,5,0,0,0,0,17,0
1129,5,5,0,0,6,1,7,4
1130,4,3,0,0,3,0,23,2
1131,5,5,1,8,1,0,4,1
1132,6,4,0,0,2,1,7,0
1133,8,5,0,0,0,0,12,0
1134,6,5,0,0,0,0,17,0
1135,6,5,0,0,8,1,8,1
1136,6,5,1,0,3,0,11,2
1137,5,8,0,0,3,0,9,2
1138,6,5,0,0,1,0,4,1
1139,5,5,0,0,8,0,8,1
1140,5,7,1,2,1,0,11,1
1141,5,7,0,0,0,0,6,0
1142,8,5,2,1,0,0,0,0
1143,5,3,0,0,1,0,9,1
1144,4,4,0,0,4,0,15,2
1145,5,6,5,0,3,1,8,2
1146,6,5,0,0,1,0,12,1
1147,7,7,0,0,2,0,2,0
1148,7,7,0,0,3,1,7,2
1149,7,9,0,0,2,1,7,0
1150,6,5,0,0,1,0,11,1
1151,5,4,0,0,1,0,15,1
1152,6,7,1,0,1,0,2,1
1153,6,8,0,0,8,1,13,1
1154,7,6,0,0,0,0,11,0
1155,5,8,0,0,1,0,1,1
1156,5,8,0,0,10,0,11,5
1157,7,5,0,0,7,0,10,1
1158,8,5,2,3,1,0,5,1
1159,6,6,0,0,0,0,6,0
1160,6,5,0,0,11,0,20,0
1161,6,7,0,0,1,0,2,1
1162,5,5,0,0,1,0,9,1
1163,4,4,4,0,6,0,9,4
1164,5,7,0,0,10,0,1,5
1165,7,5,2,1,1,0,10,1
1166,8,5,0,0,1,0,0,1
1167,6,5,0,0,0,0,17,0
1168,6,7,0,0,2,0,15,0
1169,10,5,0,0,0,0,3,0
1170,6,6,0,0,10,0,4,5
1171,6,6,0,0,1,0,11,1
1172,7,5,0,0,11,3,5,0
1173,5,6,0,0,3,0,19,2
1174,6,8,0,0,2,0,2,0
1175,8,5,0,0,3,0,3,2
1176,5,5,0,0,1,0,4,1
1177,6,8,0,0,3,1,7,2
1178,5,6,0,0,3,0,2,2
1179,5,5,0,0,1,0,15,1
1180,7,5,0,0,0,0,16,0
1181,8,5,2,1,7,1,2,1
1182,10,5,1,0,0,0,3,0
1183,5,6,0,0,8,0,7,1
1184,5,4,0,0,1,0,16,1
1185,5,7,0,0,3,0,15,2
1186,3,5,1,0,4,0,7,0
1187,8,5,0,0,1,0,3,1
1188,7,5,0,0,0,0,0,0
1189,7,5,0,0,0,0,17,0
1190,4,4,0,0,4,0,4,1
1191,8,5,0,0,11,3,5,0
1192,5,8,0,0,3,1,7,2
1193,6,5,0,0,7,1,4,1
1194,6,7,0,0,0,0,9,0
1195,6,5,0,0,0,0,17,0
1196,7,5,2,1,0,0,17,0
1197,7,6,0,6,12,1,7,6
1198,7,5,0,0,1,0,0,1
1199,4,5,0,0,1,0,9,1
1200,4,5,1,8,1,0,11,1
1201,7,5,0,0,0,0,0,0
1202,5,8,0,0,3,1,8,2
1203,7,5,0,0,1,0,0,1
1204,5,6,0,0,1,0,6,1
1205,7,7,0,0,1,0,12,1
1206,4,4,0,0,1,4,12,1
1207,6,5,0,0,1,0,0,1
1208,5,7,0,0,1,0,11,1
1209,8,5,2,1,1,0,5,1
1210,6,5,0,0,0,0,12,0
1211,8,7,0,0,3,0,17,2
1212,4,6,0,0,8,0,15,1
1213,4,9,0,0,10,0,9,5
1214,5,5,0,0,9,0,11,4
1215,5,5,0,0,1,0,9,1
1216,6,5,0,0,6,1,9,2
1217,8,5,2,1,1,3,5,1
1218,4,5,0,0,3,1,8,2
1219,6,5,1,0,11,1,22,0
1220,5,5,1,0,1,0,11,1
1221,5,5,0,0,1,0,9,1
1222,6,6,0,0,3,0,11,2
1223,5,3,0,0,1,0,11,1
1224,7,5,0,0,0,0,17,0
1225,6,8,0,0,10,0,11,5
1226,6,5,0,0,0,0,5,0
1227,5,8,0,0,1,0,11,1
1228,9,5,2,1,7,0,10,1
1229,5,5,0,0,10,0,11,5
1230,5,5,0,0,6,0,9,2
1231,5,6,0,0,6,0,11,5
1232,4,5,0,0,6,0,11,1
1233,5,5,1,2,1,0,11,1
1234,5,6,1,0,2,4,23,0
1235,5,5,0,0,2,0,2,0
1236,7,5,0,0,11,0,10,0
1237,7,5,0,0,0,0,0,0
1238,6,5,1,0,1,0,12,1
1239,8,5,0,0,1,0,16,1
1240,7,5,0,0,0,0,0,0
1241,7,6,2,1,1,0,5,1
1242,7,6,5,0,9,0,6,4
1243,10,5,2,1,1,0,10,1
1244,8,7,0,0,2,0,2,0
1245,6,7,1,0,10,0,6,5
1246,7,5,2,1,0,3,5,0
1247,6,5,0,0,10,0,4,5
1248,6,5,0,0,12,1,7,6
1249,5,7,0,0,1,0,11,1
1250,7,5,0,0,1,0,11,1
1251,7,5,0,0,7,0,10,1
1252,5,6,0,0,1,0,4,1
1253,7,7,0,0,0,0,1,0
1254,7,5,0,0,0,0,15,0
1255,6,6,0,0,3,1,8,2
1256,8,5,0,0,1,0,3,1
1257,5,8,0,0,8,0,15,1
1258,7,5,0,0,10,0,17,5
1259,6,8,0,0,1,0,11,1
1260,6,5,0,0,0,0,17,0
1261,5,6,0,0,1,0,11,1
1262,4,5,0,0,3,0,19,2
1263,6,6,0,0,2,0,8,0
1264,6,5,1,2,7,4,11,1
1265,7,5,0,0,11,3,5,0
1266,7,4,0,0,4,1,7,6
1267,9,5,0,0,1,0,16,1
1268,8,9,0,0,3,0,2,2
1269,5,5,0,0,3,0,11,2
1270,7,6,0,0,14,0,19,1
1271,6,7,0,0,1,0,6,1
1272,5,6,0,0,1,0,9,1
1273,6,7,0,0,10,0,15,5
1274,5,6,0,0,3,0,2,2
1275,5,5,0,0,6,0,11,0
1276,6,6,0,0,0,0,6,0
1277,6,5,0,0,10,0,6,5
1278,8,5,0,0,0,0,0,0
1279,4,4,1,2,3,2,13,2
1280,7,5,0,0,1,0,0,1
1281,7,5,0,0,1,0,16,1
1282,5,7,0,0,1,0,0,1
1283,6,5,0,0,6,0,4,0
1284,6,7,0,0,3,0,23,2
1285,6,6,0,0,3,1,8,2
1286,6,5,0,0,1,0,6,1
1287,5,5,0,0,1,0,19,1
1288,8,5,0,0,7,0,18,1
1289,8,5,2,1,0,0,10,0
1290,5,7,0,0,10,0,11,5
1291,5,7,0,0,11,1,22,0
1292,5,4,0,0,2,1,7,0
1293,7,5,0,0,0,0,6,0
1294,5,7,0,0,1,0,15,1
1295,5,5,0,0,1,0,11,1
1296,5,6,0,0,1,0,11,1
1297,6,5,2,1,13,1,15,4
1298,10,5,2,1,0,0,15,0
1299,5,7,0,0,1,0,11,1
1300,7,5,0,0,0,0,17,0
1301,6,7,0,0,2,0,2,0
1302,8,5,0,0,0,0,3,0
1303,7,5,0,0,1,0,5,1
1304,7,5,0,0,11,1,15,0
1305,9,5,0,0,1,0,10,1
1306,7,5,2,1,7,0,10,1
1307,5,5,0,0,1,0,0,1
1308,5,7,0,0,1,1,7,1
1309,6,5,0,0,1,0,12,1
1310,7,8,0,0,1,0,2,1
1311,7,5,2,1,1,0,0,1
1312,8,5,0,0,0,0,3,0
1313,9,5,0,0,0,0,3,0
1314,4,6,0,0,1,0,15,1
1315,6,5,0,0,0,0,11,0
1316,8,5,0,0,1,0,0,1
1317,7,5,2,1,7,3,5,1
1318,8,5,0,0,1,0,0,1
1319,4,5,0,0,1,0,15,1
1320,6,3,0,0,1,0,11,1
1321,3,6,0,0,1,0,8,1
1322,7,5,0,0,0,0,3,0
1323,4,7,0,0,8,0,8,1
1324,8,5,2,1,1,0,5,1
1325,4,4,0,0,8,1,13,1
1326,3,6,0,0,8,4,15,1
1327,5,9,0,0,1,0,4,1
1328,6,7,0,0,3,1,7,2
1329,7,5,0,0,0,0,17,0
1330,8,5,0,0,1,0,5,1
1331,5,5,0,0,10,0,0,5
1332,4,6,0,0,1,0,15,1
1333,5,6,0,0,3,1,13,2
1334,5,6,0,0,11,1,22,0
1335,6,5,0,0,1,0,6,1
1336,5,5,0,0,6,0,6,1
1337,4,4,0,0,8,1,7,1
1338,7,5,0,0,0,0,0,0
1339,5,7,0,0,1,0,0,1
1340,4,5,0,0,1,0,11,1
1341,6,5,0,0,1,0,12,1
1342,8,5,0,0,0,0,0,0
1343,6,6,0,0,3,0,2,2
1344,7,5,2,1,0,0,0,0
1345,4,4,0,0,8,1,7,1
1346,7,7,0,0,1,0,6,1
1347,8,5,2,1,1,0,16,1
1348,7,5,0,0,1,0,12,1
1349,8,5,0,0,2,1,7,0
1350,5,5,0,0,6,0,11,0
1351,6,6,0,0,0,0,11,0
1352,6,9,0,0,3,1,8,2
1353,8,5,0,0,3,0,3,2
1354,7,5,0,0,0,0,0,0
1355,7,6,0,0,10,0,6,5
1356,5,5,0,0,1,0,11,1
1357,5,6,0,0,1,0,11,1
1358,6,5,0,0,11,3,5,0
1359,9,5,0,0,1,0,10,1
1360,5,6,0,0,2,0,23,0
1361,7,5,0,0,1,0,18,1
1362,4,4,0,0,3,0,11,2
1363,6,5,2,1,0,0,17,0
1364,7,5,1,0,11,3,5,0
1365,7,5,0,0,0,3,5,0
1366,7,5,1,0,0,0,0,0
1367,5,6,0,0,11,1,14,0
1368,6,5,0,0,7,1,0,1
1369,8,5,0,0,1,0,0,1
1370,4,6,0,0,3,0,7,2
1371,6,6,0,0,10,0,11,5
1372,7,6,0,0,0,0,0,0
1373,10,5,0,0,1,0,3,1
1374,7,5,0,0,0,3,5,0
1375,8,5,2,1,1,0,16,1
1376,6,5,0,0,8,0,23,1
1377,5,5,0,0,3,0,15,2
1378,6,5,0,0,11,1,22,0
1379,5,5,0,0,10,0,16,5
1380,3,3,0,0,8,0,15,1
1381,6,7,0,0,1,0,11,1
1382,7,7,0,0,2,1,7,0
1383,5,7,0,0,8,0,9,1
1384,6,5,0,0,3,0,15,2
1385,4,8,0,0,3,1,13,2
1386,7,5,0,0,0,0,6,0
1387,6,7,5,5,3,1,7,2
1388,9,5,0,0,1,0,17,1
1389,6,6,0,0,3,1,8,2
1390,7,5,0,0,1,0,0,1
1391,5,5,0,0,6,0,11,1
1392,5,5,0,0,9,0,11,4
1393,6,7,0,0,4,1,7,2
1394,7,5,2,1,7,0,21,1
1395,8,5,0,0,0,0,16,0
1396,5,5,0,0,1,0,16,1
1397,5,8,0,0,2,1,8,0
1398,5,4,0,0,3,0,11,2
1399,6,6,0,0,3,0,23,2
1400,6,7,0,0,3,1,8,2
1401,6,5,0,0,0,0,17,0
1402,7,5,2,1,1,0,0,1
1403,8,5,0,0,1,0,5,1
1404,3,4,5,0,3,0,7,2
1405,8,5,0,0,7,1,2,1
1406,5,7,0,0,9,0,0,4
1407,5,5,0,0,1,0,4,1
1408,4,7,0,0,2,1,7,0
1409,7,6,0,0,0,0,6,0
1410,7,5,0,0,0,0,0,0
1411,6,8,0,0,3,0,11,2
1412,4,5,0,0,6,0,11,1
1413,8,5,1,2,1,0,12,1
1414,6,7,0,0,3,0,8,2
1415,7,5,0,0,7,0,21,1
1416,4,6,0,0,4,1,7,0
1417,8,5,0,0,0,0,3,0
1418,5,5,0,2,1,0,11,1
1419,6,5,0,0,1,0,2,1
1420,6,6,0,0,0,0,6,0
1421,6,5,0,0,7,0,20,1
1422,6,5,0,0,7,1,0,1
1423,6,7,4,0,10,0,15,5
1424,5,5,0,0,1,0,11,1
1425,6,6,0,0,1,0,11,1
1426,7,5,0,0,0,0,3,0
1427,5,6,0,0,3,0,11,2
1428,5,7,1,0,8,1,7,1
1429,6,7,0,0,1,0,6,1
1430,5,5,0,0,0,0,17,0
1431,6,6,0,0,7,0,20,1
1432,4,6,0,0,8,0,7,1
1433,6,5,0,0,0,0,17,0
1434,5,5,0,0,1,0,4,1
1435,6,9,1,2,1,0,11,1
1436,4,6,0,0,1,0,11,1
1437,8,5,2,1,1,0,10,1
1438,6,7,0,0,1,1,7,1
1439,7,6,0,0,0,0,6,5
1440,6,7,0,0,2,0,2,7
1441,6,5,0,0,7,1,0,1
1442,10,5,0,0,0,3,5,0
1443,6,6,0,0,8,0,8,3
1444,7,5,0,0,1,0,0,1
1445,6,5,0,0,9,0,9,4
1446,5,7,0,0,1,0,4,1
1447,8,5,0,0,0,0,0,0
1448,4,7,0,0,3,0,15,0
1449,5,7,1,0,13,1,14,4
1450,5,5,0,0,6,0,11,0
1451,8,5,2,1,1,0,5,1
1452,5,5,0,0,13,1,15,5
1453,5,5,1,0,1,0,4,1
1454,7,5,0,0,1,3,5,1
1455,6,5,0,0,0,0,17,0
1456,6,6,0,0,1,0,6,1
1457,7,9,0,0,2,0,2,0
1458,5,6,0,0,1,0,11,1
1459,5,6,0,0,1,0,15,1
